"Animal","Year","Population_size_1000s","ø_GE_MJ_per_head_per_day","Ym_in_percent","CH4_emission_in_kg_CH4_per_head_per_year","Ch4_emission_in_kt","Weight_kg","Feeding_situation","Milk_yield_kg_per_day","Work_h_per_day","Pregnant_in_percent","Digestibility_of_feed_in_percent"
"Bulls",2016,2137.4,229.908971999573,6.49999976158142,98.0831299420421,209.642881938121,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2463423969653
"Dairy calves",2016,4759.63170971645,23.3430944593853,7.94242417357551,12.1684863894576,57.9175136785155,122.502290284796,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2016,15546.1949634444,24.7141373318793,6.49999976158142,10.54347693457,163.910948017404,122.502290284796,"pasture w/stall fed",NA,NA,NA,64.3233848166258
"Cattle",2017,100308.508229505,NA,NA,67.2748099072636,6748.23582322111,NA,NA,NA,NA,NA,NA
"Dairy cows",2017,9368.5,408.386291699814,5.42631248604904,145.445742001593,1362.60843394192,679.774666966005,"stall fed w/ pasture",28.7778452515555,NA,0.666,66.6999995708465
"Heifer feedlot",2017,4786.00831637493,165.959967722871,4.05132534125589,44.1464161027581,211.285114605949,443.059814248095,"stall fed",NA,NA,NA,81.152793287701
"Steer feedlot",2017,9559.977185445,162.447405052238,4.02304799151562,42.9078707857063,410.198265787374,470.401583123579,"stall fed",NA,NA,NA,81.3750762690455
"Beef replacements",2017,5073.35244540371,157.206781358196,6.49999976158142,67.067122390312,340.255149385079,405.616656958787,"pasture w/stall fed",NA,NA,NA,64.2074084228487
"Dairy replacements",2017,4757.25399221852,170.583427293461,5.52689370599316,61.8789597316674,294.373928217804,406.600567923279,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2017,31170.7,221.157812599668,6.49999976158142,94.3497345155862,2940.94726966498,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3365667415654
"Heifer stocker",2017,4716.80131898583,141.213975814359,6.49999976158142,60.2443159088977,284.160468740488,321.40208769299,"pasture w/stall fed",NA,NA,NA,64.5360241013997
"Steer stocker",2017,7904.17434729891,135.8590690845,6.49999976158142,57.9598204059852,458.12452562704,323.98247222134,"pasture w/stall fed",NA,NA,NA,64.5514788676682
"Bulls",2017,2243.6,229.697866513195,6.49999976158142,97.993068703145,219.857248942376,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2849202115478
"Dairy calves",2017,4797.3122265849,23.3726178927325,7.94239117332548,12.1838259921483,58.4496173987157,122.531770492174,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2017,15930.8283971929,24.7155320706316,6.49999976158142,10.5440719541601,167.975800909379,122.531770492174,"pasture w/stall fed",NA,NA,NA,64.3294344750213
"Cattle",2018,100727.429337528,NA,NA,67.2987478831214,6778.82987190122,NA,NA,NA,NA,NA,NA
"Dairy cows",2018,9432.1,412.568659934305,5.42209524065553,146.821086032286,1384.83116556512,679.774666966005,"stall fed w/ pasture",29.0926375042639,NA,0.666,66.6999995708466
"Heifer feedlot",2018,5085.21940138727,165.455347511657,4.04651719140637,43.9132368563649,223.308444039701,441.08502694256,"stall fed",NA,NA,NA,81.2237851738897
"Steer feedlot",2018,9604.8848169215,161.815805246806,4.02116635487653,42.6961745124747,410.091838315499,467.384066144246,"stall fed",NA,NA,NA,81.4079929064695
"Beef replacements",2018,4864.06295355783,157.074315369654,6.49999976158142,67.0106101165453,325.943826163196,405.594162068342,"pasture w/stall fed",NA,NA,NA,64.2371695636955
"Dairy replacements",2018,4741.22028124986,170.806756275555,5.51908405100516,61.8724209171743,293.350776902535,407.231151877653,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2018,31466.2,221.421260561802,6.49999976158142,94.4621259567648,2972.36414778075,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3303051633559
"Heifer stocker",2018,4595.484882939,141.167181140364,6.49999976158142,60.2243524944638,276.760101473098,317.780118867905,"pasture w/stall fed",NA,NA,NA,64.5462948504864
"Steer stocker",2018,7632.72616211822,135.605123646275,6.49999976158142,57.8514829052822,441.564527088483,321.255209893796,"pasture w/stall fed",NA,NA,NA,64.5592262158116
"Bulls",2018,2252.3,229.734859217909,6.49999976158142,98.0088504285462,220.745333820215,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2782100972228
"Dairy calves",2018,4832.5988311464,23.3723699603853,7.94238039921666,12.183680220831,58.8788387942496,122.590037198715,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2018,16220.6320082078,24.7096593724802,6.49999976158142,10.5415665599126,170.990871958371,122.590037198715,"pasture w/stall fed",NA,NA,NA,64.3231435456876
"Cattle",2019,100581.185860223,NA,NA,67.5462486067708,6793.88178527844,NA,NA,NA,NA,NA,NA
"Dairy cows",2019,9353.4,415.948997526032,5.4155595281935,147.845623067249,1382.85925079721,679.774666966005,"stall fed w/ pasture",29.3668655582001,NA,0.666,66.6999995708465
"Heifer feedlot",2019,5203.47713621061,165.446955110378,4.04740957814279,43.8838558308569,228.348640464626,440.872028398185,"stall fed",NA,NA,NA,81.2432681623809
"Steer feedlot",2019,9713.63797766739,162.036647999849,4.0220946614462,42.7650237767302,415.403959073495,468.243444339418,"stall fed",NA,NA,NA,81.4002430255543
"Beef replacements",2019,4700.76118540506,157.097329414286,6.49999976158142,67.0204283046328,315.047028003641,405.276364587093,"pasture w/stall fed",NA,NA,NA,64.266682845219
"Dairy replacements",2019,4695.18117584902,170.696001623545,5.51413715319926,61.7768796616658,290.053642490143,406.916366284161,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2019,31690.7,221.47927358743,6.49999976158142,94.4868753133537,2994.3552194929,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3443953301875
"Heifer stocker",2019,4499.97199528369,141.195730577092,6.49999976158142,60.2365321762225,271.062707886006,316.474020499721,"pasture w/stall fed",NA,NA,NA,64.5234081655807
"Steer stocker",2019,7745.20519909538,135.880437053501,6.49999976158142,57.9689363498382,448.981307202796,322.245320897793,"pasture w/stall fed",NA,NA,NA,64.5471562965427
"Bulls",2019,2253,229.610783864978,6.49999976158142,97.9559177445437,220.694682678457,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.3008507805371
"Dairy calves",2019,4833.5655101929,23.5302703041918,7.94207434815372,12.2655187417221,59.2861883546126,122.648303905256,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2019,15892.285680519,24.7479446959525,6.49999976158142,10.5578997387544,167.789158834562,122.648303905256,"pasture w/stall fed",NA,NA,NA,64.3373399564916
"Cattle",2020,99851.3706829068,NA,NA,67.7107865130547,6761.01484334619,NA,NA,NA,NA,NA,NA
"Dairy cows",2020,9342.6,421.320973525244,5.41033009531274,149.610439267924,1397.7504899045,679.774666966005,"stall fed w/ pasture",29.8131247074446,NA,0.666,66.6999995708465
"Heifer feedlot",2020,5250.80652879209,166.650227587536,4.0367739190318,44.1028419438046,231.575490416815,445.934600478769,"stall fed",NA,NA,NA,81.3146257614486
"Steer feedlot",2020,9697.94050387638,163.374722887622,4.01444006202446,43.0475608565121,417.472684023452,474.185181337751,"stall fed",NA,NA,NA,81.4515491767006
"Beef replacements",2020,4619.23086015529,157.088694168884,6.49999976158142,67.0167443601157,309.565813695385,405.014550883202,"pasture w/stall fed",NA,NA,NA,64.2530833464798
"Dairy replacements",2020,4636.56163754789,170.975016708525,5.5103400997089,61.8352491820306,286.702944205618,407.724999486002,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2020,31338.7,221.641316196283,6.49999976158142,94.556005483099,2963.26228903319,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3387350350671
"Heifer stocker",2020,4471.88195478267,140.903996878142,6.49999976158142,60.1120735522125,268.814096982708,316.783670797509,"pasture w/stall fed",NA,NA,NA,64.5338646140925
"Steer stocker",2020,7613.9437243769,135.597012186492,6.49999976158142,57.8480224167376,440.451587247534,322.095133185347,"pasture w/stall fed",NA,NA,NA,64.5627914338444
"Bulls",2020,2237.4,229.663019634823,6.49999976158142,97.9782024242447,219.216430104005,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2912644768467
"Dairy calves",2020,4812.5508105792,23.49861056816,7.94210879084843,12.2490687335168,58.9492656623264,122.706570611797,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2020,15829.7546627964,24.7664231356114,6.49999976158142,10.5657829595893,167.253752070653,122.706570611797,"pasture w/stall fed",NA,NA,NA,64.3316496431136
"Cattle",2021,99961.2305633913,NA,NA,67.7693767880691,6774.31029824951,NA,NA,NA,NA,NA,NA
"Dairy cows",2021,9442.4,425.056897271638,5.4038735026758,150.756934500276,1423.50727832541,679.774666966005,"stall fed w/ pasture",30.0113135769429,NA,0.666,66.6999995708466
"Heifer feedlot",2021,5483.15877312345,167.331213915411,4.03577082437202,44.2765516274072,242.775362499471,448.392858523117,"stall fed",NA,NA,NA,81.3192432213852
"Steer feedlot",2021,10071.1357915038,164.552129369816,4.01104072682561,43.3222014737575,436.303773829098,478.924703847035,"stall fed",NA,NA,NA,81.4772270313102
"Beef replacements",2021,4575.9477613475,157.106418296776,6.49999976158142,67.0243057785501,306.699721983227,406.309675415411,"pasture w/stall fed",NA,NA,NA,64.2328753581671
"Dairy replacements",2021,4541.40225244904,171.141863636497,5.50624950240145,61.8496433052436,280.884109419603,408.180123780315,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2021,30843.6,221.838863804176,6.49999976158142,94.6402826973642,2919.04702340442,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3513951457466
"Heifer stocker",2021,4629.09258211662,140.980572276798,6.49999976158142,60.144741937058,278.415578754154,317.413246472136,"pasture w/stall fed",NA,NA,NA,64.5626313015567
"Steer stocker",2021,7686.39775183424,135.792125457525,6.49999976158142,57.9312611009424,445.282715087206,322.721643432863,"pasture w/stall fed",NA,NA,NA,64.5518026151661
"Bulls",2021,2210.5,229.595475929253,6.49999976158142,97.9493871153307,216.517120218438,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.3036107636833
"Dairy calves",2021,4875.66366816805,23.5662679415668,7.94191629382396,12.2840386009877,59.8928407052096,123.706570611797,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2021,15601.9319828486,24.787178219817,6.49999976158142,10.5746374362258,164.984774023279,123.706570611797,"pasture w/stall fed",NA,NA,NA,64.3444461864778
"Cattle",2022,98015.2850473236,NA,NA,67.7371839560673,6639.27939375693,NA,NA,NA,NA,NA,NA
"Dairy cows",2022,9377,426.682364343201,5.39792837374172,151.16695547141,1417.49254145541,679.774666966005,"stall fed w/ pasture",30.1774428444196,NA,0.666,66.6999995708466
"Heifer feedlot",2022,5514.33973477935,167.335874307842,4.0345930345728,44.2591608322791,244.060049205427,448.561798819088,"stall fed",NA,NA,NA,81.3324552528558
"Steer feedlot",2022,9960.02561801351,164.834174068958,4.00943505328343,43.3828268934882,432.094067240987,480.255813751701,"stall fed",NA,NA,NA,81.4870426547687
"Beef replacements",2022,4312.15412664343,157.050393282384,6.49999976158142,67.0004045418178,288.916070931779,406.471406354268,"pasture w/stall fed",NA,NA,NA,64.2810099144652
"Dairy replacements",2022,4393.6894191037,171.011925418842,5.49266350471563,61.6501938421246,270.871804369835,407.818001761895,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2022,29983.1,221.866775404927,6.49999976158142,94.6521902673017,2837.96608600354,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3460930317286
"Heifer stocker",2022,4584.11892053767,140.682964074851,6.49999976158142,60.0177771488227,275.128627796531,317.913736766798,"pasture w/stall fed",NA,NA,NA,64.5607014889309
"Steer stocker",2022,7681.89114266866,135.77814613735,6.49999976158142,57.9252972820218,444.975828127212,324.845496505148,"pasture w/stall fed",NA,NA,NA,64.5638537657776
"Bulls",2022,2109.6,229.588174740268,6.49999976158142,97.9462723022737,206.627456048877,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.3049515202844
"Dairy calves",2022,4855.46639499455,23.6222953406298,7.94179316552681,12.3130522718546,59.7856115258014,122.78039200084,"stall fed w/ pasture",NA,NA,NA,63.7000024318694
"Beef calves",2022,15243.8996905827,24.8121714464983,6.49999976158142,10.5852999774869,161.361251051537,122.78039200084,"pasture w/stall fed",NA,NA,NA,64.339123343109
