"Animal","Year","Population_size_1000s","ø_GE_MJ_per_head_per_day","Ym_in_percent","CH4_emission_in_kg_CH4_per_head_per_year","Ch4_emission_in_kt","Weight_kg","Feeding_situation","Milk_yield_kg_per_day","Work_h_per_day","Pregnant_in_percent","Digestibility_of_feed_in_percent"
"Steer stocker",2002,8882.76074929742,136.449918236051,6.49999976158142,58.2118868373371,517.082263541241,329.050348774532,"pasture w/stall fed",NA,NA,NA,64.5994720996747
"Bulls",2002,2244.1,220.079374317465,6.49999976158142,93.8896541574868,210.697772894816,867.392475048622,"pasture w/stall fed",NA,NA,NA,62.3506856896489
"Dairy calves",2002,4667.71895053072,22.834263085047,7.94272444852854,11.9036884715851,55.5630722600316,122.419812921973,"stall fed w/ pasture",NA,NA,NA,64.3999993801117
"Beef calves",2002,17483.04135893,24.9985469764308,6.49999976158142,10.6648109907432,186.453331636335,122.419812921973,"pasture w/stall fed",NA,NA,NA,64.4289167518879
"Cattle",2003,101279.540370337,NA,NA,64.2878043125324,6511.03927219147,NA,NA,NA,NA,NA,NA
"Dairy cows",2003,9141.7,353.724859179534,5.56725529057349,129.250364032283,1181.56805287392,679.774666966005,"stall fed w/ pasture",23.2961061038804,NA,0.666,67.4000024795532
"Heifer feedlot",2003,4676.09209108837,160.104256695252,3.77816550472277,39.397330286364,184.225544562063,409.988311595278,"stall fed",NA,NA,NA,80.875979082958
"Steer feedlot",2003,8416.38618941135,157.855952861324,3.72248626754984,38.4780006744069,323.845713472239,440.932069356092,"stall fed",NA,NA,NA,81.1158733364606
"Beef replacements",2003,4468.15954942787,151.845296552692,6.49999976158142,64.7798205669558,289.446573876467,395.127024770119,"pasture w/stall fed",NA,NA,NA,64.4106016065021
"Dairy replacements",2003,4073.23407815546,167.817339701466,5.65068034520877,62.239003188501,253.514028777828,407.740050540428,"stall fed w/ pasture",NA,NA,NA,64.3999993801117
"Beef cows",2003,32983.3,215.735968362304,6.49999976158142,92.0366823183021,3035.67350390926,592.763509594356,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.4252522705151
"Heifer stocker",2003,5095.73001922794,140.39466597225,6.49999976158142,59.8947842094277,305.20764989116,318.102205194406,"pasture w/stall fed",NA,NA,NA,64.6999471772682
"Steer stocker",2003,8347.43514233019,136.195583295045,6.49999976158142,58.1033831680346,485.014222545129,325.869193863056,"pasture w/stall fed",NA,NA,NA,64.5595674128361
"Bulls",2003,2247.9,224.165499995964,6.49999976158143,95.6328657964154,214.973119023762,889.145264391533,"pasture w/stall fed",NA,NA,NA,62.3581981981857
"Dairy calves",2003,4703.82541273984,22.9058480880802,7.94259389599238,11.9408100490252,56.1674857573042,122.498290527522,"stall fed w/ pasture",NA,NA,NA,64.3999993801117
"Beef calves",2003,17125.7778879563,24.8288534441273,6.49999976158142,10.5924168051901,181.403377502342,122.498290527522,"pasture w/stall fed",NA,NA,NA,64.4215232202278
"Cattle",2004,99314.7946386389,NA,NA,64.2740198983042,6383.36108679987,NA,NA,NA,NA,NA,NA
"Dairy cows",2004,8987.5,350.83085587021,5.55212236091922,127.844446626901,1149.00196405927,679.774666966005,"stall fed w/ pasture",23.5463939976654,NA,0.666,68.0999994277954
"Heifer feedlot",2004,4521.33621130309,158.99899428545,3.77399964864358,39.04974202637,176.557012665871,409.967601018598,"stall fed",NA,NA,NA,80.9251721476507
"Steer feedlot",2004,8017.69744825269,156.332661808162,3.72543618075116,38.0647216449682,305.19142160131,438.309077620926,"stall fed",NA,NA,NA,81.1436448996964
"Beef replacements",2004,4406.10718691656,153.334587141787,6.49999976158142,65.4151776002252,288.226284157776,398.008791084453,"pasture w/stall fed",NA,NA,NA,64.4132221962765
"Dairy replacements",2004,4033.41084185757,164.314553380852,5.62642075908553,60.6782844335369,244.740450299545,406.389388352867,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef cows",2004,32531.3,217.349501396237,6.49999976158143,92.7250433198613,3016.46620175141,599.561256264016,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.4163009213266
"Heifer stocker",2004,4915.18459307809,139.264537203569,6.49999976158142,59.4126517989103,292.024150755917,318.350845268784,"pasture w/stall fed",NA,NA,NA,64.693993638476
"Steer stocker",2004,8066.57079123602,135.065777757762,6.49999976158142,57.6213886536022,464.807010663606,325.915636440531,"pasture w/stall fed",NA,NA,NA,64.5698537165683
"Bulls",2004,2200.9,226.192035222542,6.49999976158142,96.4974206514602,212.381173111799,899.341884396023,"pasture w/stall fed",NA,NA,NA,62.3392979542198
"Dairy calves",2004,4621.39909785858,22.4984133609943,7.94249128708145,11.7282629608113,54.2009838665415,122.525509982217,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef calves",2004,17013.3884681363,24.7670657057073,6.49999976158142,10.5660570910669,179.764433866827,122.525509982217,"pasture w/stall fed",NA,NA,NA,64.4125350497461
"Cattle",2005,99986.2378634689,NA,NA,64.6044755661951,6459.55846100625,NA,NA,NA,NA,NA,NA
"Dairy cows",2005,9003.5,356.629692511991,5.53808263757056,129.628945130126,1167.11420747909,679.774666966005,"stall fed w/ pasture",24.2792532549005,NA,0.666,68.0999994277954
"Heifer feedlot",2005,4535.64221014107,160.190236289466,3.75958676762552,39.3338757365473,178.404387079127,415.729744688152,"stall fed",NA,NA,NA,80.9306172839319
"Steer feedlot",2005,8116.43687253037,156.818737085881,3.71798687055375,38.1887237990327,309.956365957347,441.807752049282,"stall fed",NA,NA,NA,81.139918017664
"Beef replacements",2005,4534.35007290918,153.72082350702,6.49999976158142,65.5799526904275,297.36246326322,398.602973389732,"pasture w/stall fed",NA,NA,NA,64.4295783020414
"Dairy replacements",2005,4161.50474308699,164.07985238229,5.62157789971465,60.5394604090475,251.935251636178,405.70261608299,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef cows",2005,32674.4,217.730835518064,6.49999976158142,92.8877270285361,3035.0507480212,601.373988709259,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.4188914738991
"Heifer stocker",2005,5015.3962922275,139.928196247955,6.49999976158142,59.6957801854261,299.397994603614,320.088920277509,"pasture w/stall fed",NA,NA,NA,64.7141678680738
"Steer stocker",2005,8184.76429621873,135.51791240201,6.49999976158142,57.8142770853908,473.196230900203,325.272011157854,"pasture w/stall fed",NA,NA,NA,64.5755898048027
"Bulls",2005,2214.3,226.653386459989,6.49999976158142,96.6942410407553,214.110057936545,902.060983063889,"pasture w/stall fed",NA,NA,NA,62.3488754515292
"Dairy calves",2005,4628.43845158959,22.5170331989777,7.94242457272315,11.7378707548511,54.3280123415417,122.54779700622,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef calves",2005,16917.5049247655,24.7603345055554,6.49999976158142,10.5631854450697,178.702741788177,122.54779700622,"pasture w/stall fed",NA,NA,NA,64.4151383202649
"Cattle",2006,101341.021654928,NA,NA,64.8000620131325,6566.90448771353,NA,NA,NA,NA,NA,NA
"Dairy cows",2006,9103.9,360.730043789097,5.52424789053569,130.791803684969,1190.71550156759,679.774666966005,"stall fed w/ pasture",24.707410150355,NA,0.666,68.0999994277954
"Heifer feedlot",2006,4801.37388656423,160.27843051016,3.74158861808119,39.185080946005,188.142224397054,419.388388320144,"stall fed",NA,NA,NA,81.0406253359797
"Steer feedlot",2006,8724.34899347245,157.058892327342,3.70498678040431,38.1096315356536,332.481725529686,445.8913113004,"stall fed",NA,NA,NA,81.2305286454449
"Beef replacements",2006,4674.90471999913,155.458217544255,6.49999976158142,66.3211549307426,310.045080221522,403.229728353523,"pasture w/stall fed",NA,NA,NA,64.4329433617955
"Dairy replacements",2006,4293.64268387191,164.469787140494,5.60882589287914,60.5456777824439,259.961506450656,406.834287386905,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef cows",2006,32702.5,219.268680717167,6.49999976158142,93.5437982952746,3059.11606375122,607.718552267608,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.422426798322
"Heifer stocker",2006,5040.69069450271,139.080788024713,6.49999976158142,59.3342612322883,299.085658458789,323.06855526622,"pasture w/stall fed",NA,NA,NA,64.7133114294772
"Steer stocker",2006,8248.00063092006,135.119594145317,6.49999976158142,57.64434765206,475.450615803166,328.571277963847,"pasture w/stall fed",NA,NA,NA,64.5800401296747
"Bulls",2006,2257.8,228.315393583257,6.49999976158142,97.4032819242768,219.917129928632,911.577828401412,"pasture w/stall fed",NA,NA,NA,62.3727172656597
"Dairy calves",2006,4680.12665263038,22.5313744982596,7.94232784107632,11.7452036615828,54.9690406971454,122.557564210269,"stall fed w/ pasture",NA,NA,NA,65.0999963283539
"Beef calves",2006,16813.733392967,24.6785499497228,6.49999976158142,10.5282947439926,177.019940908067,122.557564210269,"pasture w/stall fed",NA,NA,NA,64.4186733916233
"Cattle",2007,100990.442357579,NA,NA,66.084175075974,6673.87007375831,NA,NA,NA,NA,NA,NA
"Dairy cows",2007,9144.5,375.190240836183,5.50948830818341,135.671258952524,1240.64582749135,679.774666966005,"stall fed w/ pasture",25.0908879813702,NA,0.666,66.6000008583069
"Heifer feedlot",2007,4730.37870291028,160.370293564416,4.02154517868567,42.0546392661995,198.934369943405,420.759178110683,"stall fed",NA,NA,NA,81.0048816743809
"Steer feedlot",2007,8673.65566719284,157.664565149384,3.99022996076271,41.1677781842117,357.075132553226,449.662136981408,"stall fed",NA,NA,NA,81.2130986849209
"Beef replacements",2007,4625.48973169551,157.281011735071,6.49999976158142,67.0987903484493,310.364765765942,405.730172601308,"pasture w/stall fed",NA,NA,NA,64.4386237789652
"Dairy replacements",2007,4342.82227876045,170.952481188417,5.59630366211729,62.7916269954976,272.692876635663,406.352420364705,"stall fed w/ pasture",NA,NA,NA,63.5999977588654
"Beef cows",2007,32644.2,220.328123778885,6.49999976158142,93.9957749649322,3068.41687711024,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3541395932862
"Heifer stocker",2007,4966.28195049967,139.749172842581,6.49999976158142,59.6194057152203,296.086778503016,320.270606987959,"pasture w/stall fed",NA,NA,NA,64.5960171849992
"Steer stocker",2007,8301.95251098352,135.518660381438,6.49999976158142,57.8145961863063,479.974031980404,326.800825496074,"pasture w/stall fed",NA,NA,NA,64.4871186575056
"Bulls",2007,2214.4,229.670182027874,6.49999976158142,97.9812580245642,216.969697769595,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2898773610533
"Dairy calves",2007,4702.60180026985,23.4583434709678,7.94244611430524,12.228598153393,57.5062276909223,122.544518228269,"stall fed w/ pasture",NA,NA,NA,63.5999977588654
"Beef calves",2007,16644.1597152669,24.6741657343787,6.49999976158143,10.5264243621647,175.203488314546,122.544518228269,"pasture w/stall fed",NA,NA,NA,64.3473254353601
"Cattle",2008,99954.0161817038,NA,NA,66.5249247160399,6649.43340155368,NA,NA,NA,NA,NA,NA
"Dairy cows",2008,9257,376.512321426886,5.49836298812003,135.874405389112,1257.78937068701,679.774666966005,"stall fed w/ pasture",25.330691751815,NA,0.666,66.6999995708465
"Heifer feedlot",2008,4585.07791608686,161.539627255791,4.07725752765295,43.0783484585051,197.517584178586,425.588100925588,"stall fed",NA,NA,NA,81.0735959278846
"Steer feedlot",2008,8473.82323433198,158.49085844138,4.04548811474703,42.0371721512116,356.21556608055,453.286092696829,"stall fed",NA,NA,NA,81.2444807494697
"Beef replacements",2008,4485.05320298403,157.300250903866,6.49999976158142,67.1069981094449,300.978456813409,405.442382309851,"pasture w/stall fed",NA,NA,NA,64.2173144926939
"Dairy replacements",2008,4400.81740058923,170.752303956906,5.59230088472096,62.6732416249128,275.813492294249,407.089344115545,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2008,32434.5,220.447287393019,6.49999976158142,94.0466122165096,3050.35484393638,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3328440584027
"Heifer stocker",2008,4870.97431793692,139.524665497078,6.49999976158142,59.5236270122391,289.938058487073,319.472682125133,"pasture w/stall fed",NA,NA,NA,64.6002322694897
"Steer stocker",2008,8243.50082939845,135.247482029762,6.49999976158142,57.6989068277151,475.640986289653,326.785669290149,"pasture w/stall fed",NA,NA,NA,64.5257304775399
"Bulls",2008,2207.2,229.903946893563,6.49999976158142,98.0809861452104,216.484352619708,916.336251070174,"pasture w/stall fed",NA,NA,NA,62.2471563172678
"Dairy calves",2008,4764.59964881545,23.3706822896885,7.94251581623734,12.183008178257,58.0471564876391,122.500494398375,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2008,16231.4696315609,24.6444451801174,6.49999976158142,10.5137450614823,170.653533679424,122.500494398375,"pasture w/stall fed",NA,NA,NA,64.3258829765153
"Cattle",2009,99553.9000952521,NA,NA,66.494776080564,6619.81429478062,NA,NA,NA,NA,NA,NA
"Dairy cows",2009,9332.8,378.093714073397,5.48777427925707,136.182327648282,1270.96242747589,679.774666966005,"stall fed w/ pasture",25.5342711740327,NA,0.666,66.6999995708465
"Heifer feedlot",2009,4493.13596416692,162.550040017876,4.07143348994585,43.3507090224122,194.780629780736,429.720801099828,"stall fed",NA,NA,NA,81.0714706245169
"Steer feedlot",2009,8434.248221147,159.204172665202,4.04376299282473,42.239057765201,356.254697819072,456.562398029424,"stall fed",NA,NA,NA,81.2350182164454
"Beef replacements",2009,4398.71015006545,157.133852960701,6.49999976158142,67.0360098790179,294.871977074724,405.465370657195,"pasture w/stall fed",NA,NA,NA,64.2021938304762
"Dairy replacements",2009,4436.9384115422,170.415406732629,5.58554628178138,62.4740363717265,277.193451701798,406.153121315937,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2009,31793.8,220.405977646019,6.49999976158142,94.0289887664646,2989.53886304322,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3291857663375
"Heifer stocker",2009,5074.66097345211,139.184293814176,6.49999976158142,59.3784185859983,301.325343463669,324.119718633633,"pasture w/stall fed",NA,NA,NA,64.5781118099372
"Steer stocker",2009,8559.73114722464,135.181409270561,6.49999976158142,57.6707190498743,493.64585013405,331.349708005946,"pasture w/stall fed",NA,NA,NA,64.5368317180884
"Bulls",2009,2188.1,229.596995325101,6.49999976158142,97.9500353157863,214.324472274472,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.303243156892
"Dairy calves",2009,4790.74596988054,23.3162417473209,7.94264357075152,12.1548241287485,58.2306747094085,122.453469789419,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2009,16051.0292577732,24.6341464161474,6.49999976158142,10.5093514312733,168.685907303588,122.453469789419,"pasture w/stall fed",NA,NA,NA,64.3222055288722
"Cattle",2010,98781.7885555923,NA,NA,66.3773138688964,6556.8697834855,NA,NA,NA,NA,NA,NA
"Dairy cows",2010,9086.5,383.599942987292,5.47662608096195,137.88489101461,1252.89106220425,679.774666966005,"stall fed w/ pasture",26.2556479128923,NA,0.666,66.6999995708466
"Heifer feedlot",2010,4619.61414403129,161.37584358564,4.08282254885088,43.1494046893348,199.333600209381,424.920663952919,"stall fed",NA,NA,NA,80.9891970650614
"Steer feedlot",2010,8584.23782379458,158.085742591193,4.04908031319157,41.9797187306227,360.363889359669,451.890925005333,"stall fed",NA,NA,NA,81.2069368973682
"Beef replacements",2010,4288.18052222971,157.192016264883,6.49999976158142,67.0608233470278,287.568916481412,406.329948375898,"pasture w/stall fed",NA,NA,NA,64.2393070464464
"Dairy replacements",2010,4545.37724189542,170.673310882272,5.57549803361092,62.4560244457152,283.886192134818,406.869536839675,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2010,31439.9,220.346445918754,6.49999976158142,94.0035915055826,2955.46351657637,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3311243363203
"Heifer stocker",2010,5061.26549207007,139.655915351582,6.49999976158142,59.5796204622651,301.548277076294,323.452664308354,"pasture w/stall fed",NA,NA,NA,64.57134001542
"Steer stocker",2010,8234.42304521186,135.367600127231,6.49999976158142,57.7501512783338,475.539176550783,329.268188450021,"pasture w/stall fed",NA,NA,NA,64.5353333614028
"Bulls",2010,2190.1,229.671402431787,6.49999976158143,97.981778669907,214.589893464963,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2895762518137
"Dairy calves",2010,4665.56905506551,23.3314214014831,7.94260793706628,12.1626827596691,56.7458363100909,122.480604919509,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2010,16066.6212312938,24.6472264267993,6.49999976158143,10.5149315892517,168.939423117473,122.480604919509,"pasture w/stall fed",NA,NA,NA,64.3242237547806
"Cattle",2011,97379.0193057095,NA,NA,66.4532746370077,6471.15471380479,NA,NA,NA,NA,NA,NA
"Dairy cows",2011,9155.6,387.204597287903,5.46989736514671,139.009582338906,1272.71613206209,679.774666966005,"stall fed w/ pasture",26.4947657165999,NA,0.666,66.6999995708465
"Heifer feedlot",2011,4830.26230640786,160.621720531751,4.07764451176919,42.8464528168345,206.959606004439,422.546221233559,"stall fed",NA,NA,NA,81.0640724745544
"Steer feedlot",2011,8770.69127151317,157.283713936388,4.04554126292252,41.6795072176725,365.55809015501,448.537253005206,"stall fed",NA,NA,NA,81.2727756456339
"Beef replacements",2011,4121.09719443342,157.114472859659,6.49999976158142,67.0277419938968,276.227839480255,404.311364950676,"pasture w/stall fed",NA,NA,NA,64.2590952892476
"Dairy replacements",2011,4577.39553059044,170.633880226159,5.57010283485806,62.381172857906,285.543301832769,406.757614664665,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2011,30912.6,220.625078687335,6.49999976158142,94.1224610469023,2909.56998935847,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.322703943911
"Heifer stocker",2011,4752.4450806025,139.569999095491,6.49999976158142,59.5429671066477,282.974681110464,323.018253161041,"pasture w/stall fed",NA,NA,NA,64.5728786628061
"Steer stocker",2011,7567.70518527457,134.899735822372,6.49999976158142,57.5505523022277,435.525613072984,326.849125158781,"pasture w/stall fed",NA,NA,NA,64.5482697537659
"Bulls",2011,2165.1,229.816149915259,6.49999976158142,98.0435304410828,212.274047757988,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2630796999381
"Dairy calves",2011,4708.86665051243,23.3741459282794,7.94248702363519,12.1847695825534,57.376455131464,122.506428128934,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2011,15817.2560863751,24.6637637092833,6.49999976158143,10.5219866789799,166.428957838852,122.506428128934,"pasture w/stall fed",NA,NA,NA,64.3157140676685
"Cattle",2012,95444.2795843382,NA,NA,66.918584860248,6386.99612278977,NA,NA,NA,NA,NA,NA
"Dairy cows",2012,9235.5,391.696089393468,5.46158859852301,140.408459610752,1296.7423287351,679.774666966004,"stall fed w/ pasture",26.9755853246429,NA,0.666,66.6999995708465
"Heifer feedlot",2012,4742.0477420706,162.198615444174,4.06409278420375,43.1482424239954,204.611025561022,428.778175609596,"stall fed",NA,NA,NA,81.1510586177812
"Steer feedlot",2012,8585.88957911923,158.845138996257,4.03563690706034,41.9938498295069,360.554557638261,454.980888179961,"stall fed",NA,NA,NA,81.3470814721436
"Beef replacements",2012,4231.14142650044,157.20361288148,6.49999976158142,67.0657706635362,283.764760554666,404.439375044348,"pasture w/stall fed",NA,NA,NA,64.2067672969972
"Dairy replacements",2012,4581.020138405,170.928181691717,5.55411947590221,62.3094540969503,285.440864031151,407.583081630119,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2012,30281.9,220.682702999354,6.49999976158142,94.1470445715661,2850.95138901171,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3175806436754
"Heifer stocker",2012,4455.61346067726,140.011338161373,6.49999976158142,59.7312499586431,266.139361338808,320.44531605572,"pasture w/stall fed",NA,NA,NA,64.5708440578156
"Steer stocker",2012,7172.66704697863,135.074041204658,6.49999976158142,57.6249139824685,413.32432160703,323.653539490856,"pasture w/stall fed",NA,NA,NA,64.5039409121951
"Bulls",2012,2100.3,229.815096881269,6.49999976158142,98.0430811986335,205.91988344149,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2634515888058
"Dairy calves",2012,4770.19467712639,23.4716831120772,7.9422409182519,12.2352358638898,58.3644569913129,122.626270492185,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2012,15288.0055134606,24.7132849063071,6.49999976158142,10.5431132751293,161.183173879216,122.626270492185,"pasture w/stall fed",NA,NA,NA,64.3104202473105
"Cattle",2013,94514.9760518977,NA,NA,67.1441524756086,6346.12796325711,NA,NA,NA,NA,NA,NA
"Dairy cows",2013,9221.2,393.869004547431,5.45391061431106,140.988885417189,1300.08671020898,679.774666966005,"stall fed w/ pasture",27.096808768796,NA,0.666,66.6999995708466
"Heifer feedlot",2013,4655.33417483482,163.735407556366,4.04754680983907,43.5446798394207,202.715036188696,434.374347297237,"stall fed",NA,NA,NA,81.1600354061397
"Steer feedlot",2013,8612.80472234355,160.238638700217,4.03225700768718,42.3651302042498,364.882593485862,460.698520821996,"stall fed",NA,NA,NA,81.3449469843383
"Beef replacements",2013,4332.11802436808,157.232016450336,6.49999976158142,67.0778881155462,290.589328141903,404.602089869367,"pasture w/stall fed",NA,NA,NA,64.1904840070212
"Dairy replacements",2013,4522.71223805247,170.822023893152,5.54428204556752,62.1604621008619,281.133882666565,407.295059115209,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2013,29631.3,220.885292922649,6.49999976158142,94.2334729244863,2792.26030626733,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3143056763055
"Heifer stocker",2013,4448.24734343436,140.341367295249,6.49999976158142,59.872046075215,266.325669900054,321.782483080209,"pasture w/stall fed",NA,NA,NA,64.5530277021972
"Steer stocker",2013,7451.2275457241,135.418288956769,6.49999976158142,57.771776006638,430.470648746064,325.852444976149,"pasture w/stall fed",NA,NA,NA,64.5314881702004
"Bulls",2013,2073.7,229.869860150466,6.49999976158142,98.0664441531193,203.360385240323,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2534783475174
"Dairy calves",2013,4761.39956894401,23.4614345494192,7.94230043185235,12.2299851717069,58.2318461247571,122.531942200507,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2013,14804.9324341963,24.7103521510159,6.49999976158142,10.541862111176,156.071556286574,122.531942200507,"pasture w/stall fed",NA,NA,NA,64.3070888167682
"Cattle",2014,93482.2964865342,NA,NA,67.1275214907821,6275.23486640749,NA,NA,NA,NA,NA,NA
"Dairy cows",2014,9208.6,397.813232492998,5.44782323345471,142.241816045603,1309.84798723754,679.774666966005,"stall fed w/ pasture",27.9859398215778,NA,0.666,66.6999995708465
"Heifer feedlot",2014,4518.42579412106,163.971131685952,4.05532324036109,43.5739481348763,196.885651204318,435.655157955031,"stall fed",NA,NA,NA,81.1842314687439
"Steer feedlot",2014,8695.71561353597,160.752949525771,4.02770186086142,42.4649256150915,369.262916698795,463.203657939391,"stall fed",NA,NA,NA,81.3716660401393
"Beef replacements",2014,4507.31152422833,156.837187560214,6.49999976158142,66.9094473061342,301.581722922687,402.760707637726,"pasture w/stall fed",NA,NA,NA,64.1849035552056
"Dairy replacements",2014,4570.69544892134,170.382517209393,5.54205417212159,61.9756160854188,283.27166638572,406.06669547758,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2014,28956.4,220.765502014921,6.49999976158143,94.18236805865,2727.18232245349,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3220455037359
"Heifer stocker",2014,4222.60186368178,140.364686558296,6.49999976158142,59.8819944747392,252.857821470016,323.281421644295,"pasture w/stall fed",NA,NA,NA,64.5357745212341
"Steer stocker",2014,7290.65323579466,135.401178021375,6.49999976158142,57.7644761866916,421.140765224487,326.788527988075,"pasture w/stall fed",NA,NA,NA,64.5415527636032
"Bulls",2014,2037.8,229.893840328477,6.49999976158143,98.0766745103577,199.860647317207,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2491440407443
"Dairy calves",2014,4737.28530566387,23.4322114083353,7.94234229152753,12.2148160995601,57.8650688198327,122.551241482146,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2014,14736.8077005872,24.730218925094,6.49999976158142,10.550337619402,155.478296673398,122.551241482146,"pasture w/stall fed",NA,NA,NA,64.3148041964667
"Cattle",2015,94961.506629302,NA,NA,67.301077210887,6391.01168972081,NA,NA,NA,NA,NA,NA
"Dairy cows",2015,9311.9,399.43195794368,5.44075843086643,142.635394887354,1328.20653365155,679.774666966005,"stall fed w/ pasture",28.1031838891968,NA,0.666,66.6999995708465
"Heifer feedlot",2015,4334.10666104,166.478173966579,4.04455061425939,44.1852311335902,191.503504575685,445.385307460825,"stall fed",NA,NA,NA,81.22340899051
"Steer feedlot",2015,8593.85346915513,162.402583372742,4.02189857304662,42.8618062010192,368.348081914884,470.160582420301,"stall fed",NA,NA,NA,81.4000938680599
"Beef replacements",2015,4905.32034556693,156.962474093307,6.49999976158142,66.9628967004681,328.474459582903,403.818313137308,"pasture w/stall fed",NA,NA,NA,64.2120856613254
"Dairy replacements",2015,4726.58418042836,170.486279588539,5.53248503057029,61.9062841784326,292.605263466882,406.348029268573,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2015,29332.1,220.780182132326,6.49999976158142,94.1886308497472,2762.75033894787,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3271358771334
"Heifer stocker",2015,4385.87109480208,140.654838291087,6.49999976158142,60.0057782047203,263.177608149187,323.852426026159,"pasture w/stall fed",NA,NA,NA,64.5615297039412
"Steer stocker",2015,7490.82402251158,135.351439385805,6.49999976158142,57.7432568275109,432.544575381574,325.336000392314,"pasture w/stall fed",NA,NA,NA,64.5753355825916
"Bulls",2015,2109.4,229.867434651253,6.49999976158142,98.0654093933514,206.859174574335,916.336251070173,"pasture w/stall fed",NA,NA,NA,62.2539486303897
"Dairy calves",2015,4773.65177715278,23.4050201060167,7.9423010605404,12.2005783958036,58.2413127414198,122.539031104448,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef calves",2015,14997.8950786452,24.7408435334028,6.49999976158142,10.5548702604219,158.300836734521,122.539031104448,"pasture w/stall fed",NA,NA,NA,64.3199749412595
"Cattle",2016,98180.0073519939,NA,NA,67.264332214464,6604.01263134303,NA,NA,NA,NA,NA,NA
"Dairy cows",2016,9312.4,405.042138455626,5.43246196287338,144.418209854955,1344.88013745328,679.774666966005,"stall fed w/ pasture",28.6048495550266,NA,0.666,66.6999995708466
"Heifer feedlot",2016,4433.37661025771,167.539647598696,4.04391966757336,44.5253925817853,197.397834034629,449.345332692101,"stall fed",NA,NA,NA,81.182005651905
"Steer feedlot",2016,9017.37483158563,163.499514440014,4.02013703069885,43.174262167959,389.318505045633,474.857787416195,"stall fed",NA,NA,NA,81.3834305632097
"Beef replacements",2016,5089.1963125199,157.14931031495,6.49999976158142,67.0426042527484,341.192974344818,404.531983665776,"pasture w/stall fed",NA,NA,NA,64.2230304384801
"Dairy replacements",2016,4784.94515039623,170.803919629829,5.53125947003462,62.0078852576998,296.704329850157,407.227724898194,"stall fed w/ pasture",NA,NA,NA,63.7000024318695
"Beef cows",2016,30163.8,220.966474223528,6.49999976158142,94.2681062666028,2843.48430380455,610.890834046783,"pasture w/stall fed",3.55976140796516,NA,0.6945,62.3305324107733
"Heifer stocker",2016,4802.31755257996,140.767847198158,6.49999976158142,60.053989752188,288.398329089389,325.499668588694,"pasture w/stall fed",NA,NA,NA,64.5736852635507
"Steer stocker",2016,8133.37022149362,135.788805460347,6.49999976158142,57.929844732926,471.16487408653,327.235859357891,"pasture w/stall fed",NA,NA,NA,64.561372788483
