"Animal","Year","Population_size_1000s","Red_in_perc","Ym_org_in_perc","Ym_upd_in_perc","DE_org_in_perc","DE_upd_in_perc","GE_org_in_MJ_per_head_per_day","GE_upd_in_MJ_per_head_per_day","Ch4_emission_org_in_kt_CRT","Ch4_emission_org_in_kt","Ch4_emission_upd_in_kt_Ym","CH4_Ym_in_kt_diff","CH4_emis_upd_in_kt_Ym_DE","CH4_Ym_De_in_kt_diff","CH4_Ym_and_Ym_DE_in_kt_diff"
"Dairy cattle",2008,18422.4170494047,10,6.15293579493991,5.53764221544592,65.2074579107589,65.8227514902529,236.026369550866,232.90062383178,1591.6500194689,1754.7579356085,1579.28214204765,175.47579356085,1558.36738407324,196.39055153526,20.9147579744097
"Non-dairy cattle",2008,81531.5991322991,10,6.10864769594532,5.49778292635079,66.207610393058,66.8184751626525,155.047690902378,153.061878541132,5057.78338208478,5064.82026088324,4558.33823479492,506.482026088323,4499.95616950446,564.864091378779,58.382065290456
"Cattle",2009,99553.900095252,10,6.11607386059455,5.5044664745351,66.0215672625492,66.6331746486087,170.05430077951,167.857627856421,6619.81429478063,6794.06759495241,6114.66083545717,679.406759495239,6035.67200846286,758.395586489548,78.9888269943085
"Dairy cattle",2009,18560.4843814227,10,6.14478641685998,5.53030777517398,65.2084961071029,65.8229747487889,236.874091192307,233.74129893509,1606.3865538871,1771.90875892677,1594.71788303409,177.190875892677,1573.62684766054,198.281911266226,21.0910353735492
"Non-dairy cattle",2009,80993.4157138293,10,6.10949407941829,5.49854467147646,66.207890982183,66.8188403901248,154.741850188358,152.759698756023,5013.42774089353,5022.15883602564,4519.94295242307,502.215883602563,4462.04516080231,560.113675223322,57.8977916207596
"Cattle",2010,98781.7885555922,10,6.10543100509652,5.49488790458687,66.0781382392135,66.6886813397231,170.021200438929,167.831538950325,6556.86978348551,6727.97888860543,6055.18099974489,672.797888860543,5977.1953014416,750.783587163833,77.9856983032896
"Dairy cattle",2010,18297.4462969609,10,6.12997512036377,5.51697760832739,65.1897990712969,65.8027965833333,238.842609608564,235.689714815519,1593.52309064916,1757.06851423495,1581.36166281146,175.706851423495,1560.48654776909,196.581966465868,20.8751150423725
"Non-dairy cattle",2010,80484.3422586313,10,6.09985110447976,5.48986599403178,66.2800947659402,66.8900798763882,154.375225047641,152.404546645247,4963.34669283635,4970.91037437048,4473.81933693343,497.091037437048,4416.70875367252,554.201620697965,57.1105832609173
"Cattle",2011,97379.0193057095,10,6.08796911424628,5.47917220282165,66.189130752612,66.7979276640366,170.786212319153,168.597828835203,6471.15471380478,6644.73894166749,5980.26504750074,664.47389416675,5903.63174796587,741.107193701626,76.6332995348757
"Dairy cattle",2011,18441.8621811029,10,6.12610957048768,5.51349861343891,65.1893733823673,65.8019843394161,240.551353454711,237.377838937952,1615.63588902632,1782.4815077172,1604.23335694548,178.24815077172,1583.06923638071,199.412271336495,21.164120564775
