"Animal","Year","Population_size_1000s","Red_in_perc","Ym_org_in_perc","Ym_upd_in_perc","DE_org_in_perc","DE_upd_in_perc","GE_org_in_MJ_per_head_per_day","GE_upd_in_MJ_per_head_per_day","Ch4_emission_org_in_kt_CRT","Ch4_emission_org_in_kt","Ch4_emission_upd_in_kt_Ym","CH4_Ym_in_kt_diff","CH4_emis_upd_in_kt_Ym_DE","CH4_Ym_De_in_kt_diff","CH4_Ym_and_Ym_DE_in_kt_diff"
"Dairy cattle",1993,5301,20,6.9358014,5.54864112,75.46752033,76.85468061,264.193019,258.101205306561,636.21399468,637.093958524813,509.67516681985,127.418791704963,497.922978316948,139.170980207865,11.752188502902
"Non-dairy cattle",1993,10595.62,20,6.39825467,5.118603736,74.40096066,75.680611594,104.0346427,101.766504644879,463.42114097,462.587158482605,370.069726786084,92.517431696521,362.00155633259,100.585602150015,8.06817045349356
"Cattle",1994,15962.2369997,20,6.58949881331677,5.27159905065342,74.7145277363812,76.0324274990446,157.806879364729,154.250118718011,1107.49213264,1107.61754541003,886.094036328025,221.523509082006,866.104337830521,241.51320757951,19.9896984975042
"Dairy cattle",1994,5273.295,20,6.92418002,5.539344016,75.44053367,76.825369674,267.3666358,261.208225595464,639.33764963,640.302688221805,512.242150577444,128.060537644361,500.443381154062,139.859307067743,11.7987694233822
"Non-dairy cattle",1994,10688.9419997,20,6.4243868,5.13950944,74.35635913,75.64123649,103.7565425,101.483282653023,468.15448301,467.314857188226,373.851885750581,93.4629714376451,365.660956676459,101.653900511767,8.19092907412187
"Cattle",1995,15889.9159999,20,6.6022708173921,5.28181665391369,74.6702422948424,75.9906964583208,158.687054566917,155.104920926425,1109.55369212,1109.58802927339,887.670423418714,221.917605854678,867.617613655912,241.970415617481,20.0528097628023
"Dairy cattle",1995,5229.396,20,6.91252963,5.530023704,75.41385518,76.796361106,270.1819004,263.96536898975,639.70601665,640.578685771171,512.462948616937,128.115737154234,500.671847836499,139.906837934672,11.7911007804381
"Non-dairy cattle",1995,10660.5199999,20,6.45007691,5.160061528,74.30547151,75.595486892,103.9945348,101.704674815926,469.84767547,469.009343502221,375.207474801777,93.8018687004442,366.945765819412,102.063577682808,8.26170898236433
"Cattle",1996,15759.6341425,20,6.59667586108811,5.27734068887049,74.6636807422734,75.9830159144911,160.245822438812,156.634889561357,1109.4222174,1109.47928243334,887.583425946672,221.895856486668,867.570586337505,241.908696095834,20.0128396091663
"Dairy cattle",1996,5194.739,20,6.88725115,5.50980092,75.44189191,76.81934214,274.1224545,267.841416942286,642.37585858,643.253206817739,514.602565454191,128.650641363548,502.811345917619,140.44186090012,11.7912195365723
"Non-dairy cattle",1996,10564.8951425,20,6.45380054,5.163040432,74.28103578,75.571795888,104.2528974,101.954849953924,467.04635882,466.226075615601,372.980860492481,93.2452151231203,364.759240419887,101.466835195714,8.22162007259408
"Cattle",1997,15227.6628566,20,6.60569913155173,5.28455930524138,74.6345663498519,75.9557061761622,160.931606526644,157.30287385268,1076.99672865,1076.9784426674,861.582754133922,215.395688533481,842.146187888972,234.83225477843,19.4365662449495
"Dairy cattle",1997,5026.373,20,6.87452748,5.499621984,75.449792,76.824697496,276.0653111,269.752186110265,624.90317382,625.65814236777,500.526513894216,125.131628473554,489.080358525041,136.57778384273,11.4461553691755
"Non-dairy cattle",1997,10201.2898566,20,6.4732422,5.17859376,74.23288889,75.52753733,104.2030014,101.896920787401,452.09355483,451.320300299632,361.056240239706,90.2640600599265,353.065829363932,98.2544709357004,7.99041087577393
"Cattle",1998,14942.7925717,20,6.59929247678891,5.27943398143113,74.6305040009361,75.9503624962939,163.52553074088,159.854353567492,1069.73824763,1069.8311062072,855.864884965758,213.96622124144,836.646725541547,233.184380665651,19.2181594242114
"Dairy cattle",1998,4832.973,20,6.81237615,5.44990092,75.55138682,76.91386205,285.527957,279.069712463195,615.74162898,616.57984239771,493.263873918168,123.315968479542,482.106932396904,134.472910000807,11.1569415212646
"Non-dairy cattle",1998,10109.8195717,20,6.49742838,5.197942704,74.19027836,75.489764036,105.2025876,102.863760744147,453.99661865,453.251263809488,362.60101104759,90.6502527618976,354.539793144643,98.7114706648445,8.06121790294685
"Cattle",1999,14896.242286,20,6.60225831171601,5.28180664937281,74.6002139346453,75.9206655969885,162.995578152573,159.333595889277,1063.29276016,1063.25711283021,850.605690264169,212.651422566042,831.491892296117,231.765220534095,19.1137979680524
"Dairy cattle",1999,4765.136,20,6.81242453,5.449939624,75.54269781,76.905182716,285.6458901,279.183759036311,607.40268254,608.180763983734,486.544611186987,121.636152796747,475.537573610772,132.643190372962,11.0070375762149
"Non-dairy cattle",1999,10131.106286,20,6.50340725,5.2027258,74.15691942,75.45760087,105.3073652,102.962424677008,455.89007762,455.076348846477,364.061079077182,91.0152697692954,355.954318685344,99.122030161133,8.10676039183755
"Cattle",2000,14538.6989997,20,6.60247899847169,5.28198319877735,74.5701435585448,75.8906393582391,164.342424503722,160.655771797852,1044.51711192,1044.54596842027,835.636774736216,208.909193684054,816.889953707569,227.656014712702,18.7468210286478
"Dairy cattle",2000,4569.752,20,6.78234636,5.425877088,75.60115164,76.957620912,289.7087978,283.190925069783,588.10712447,588.927692053503,471.142153642803,117.785538410701,460.542390644221,128.385301409282,10.5997629985818
"Non-dairy cattle",2000,9968.9469997,20,6.52002804,5.216022432,74.09753083,75.401536438,106.8746463,104.485821074714,456.40998745,455.618276366767,364.494621093414,91.1236552733534,356.347563063348,99.2707133034194,8.14705803006598
"Cattle",2001,14603.7119996,20,6.59493696610215,5.27594957288172,74.5662454835152,75.8852328767356,166.565949865791,162.84139744716,1060.27253141,1060.40763935326,848.326111482612,212.081527870653,829.35726487061,231.050374482654,18.9688466120012
"Dairy cattle",2001,4548.587,20,6.74220749,5.393765992,75.6776299,77.026071398,295.5874975,288.98628025333,593.63981284,594.555465837223,475.644372669779,118.911093167445,465.02202949659,129.533436340634,10.6223431731889
"Non-dairy cattle",2001,10055.1249996,20,6.52831693,5.222653544,74.06349403,75.369157416,108.2011126,105.777862774892,466.63271857,465.852173516041,372.681738812833,93.1704347032081,364.33523537402,101.51693814202,8.34650343881231
"Cattle",2002,13988.4979996,20,6.58749137164592,5.26999309731673,74.6399356439958,75.9574339183249,166.914646468804,163.191506940939,1016.61603275,1016.76955466947,813.415643735573,203.353910933893,795.272153673126,221.49740099634,18.1434900624471
"Dairy cattle",2002,4427.4,20,6.73202985,5.38562388,75.7052078,77.05161377,296.3848571,289.779374506739,578.50088333,579.400012702491,463.520010161993,115.880002540498,453.189612756703,126.210399945788,10.3303974052899
"Non-dairy cattle",2002,9561.0979996,20,6.52056081,5.216448648,74.14664649,75.450758652,106.9616567,104.573226395726,438.11514942,437.369541966975,349.89563357358,87.4739083933949,342.082540916423,95.2870010505521,7.81309265715714
"Cattle",2003,13644.5980002,20,6.57567943503134,5.26054354802507,74.6870050359361,76.0021409229424,169.291072539024,165.532782761842,1002.54660737,1002.53440352082,802.027522816657,200.506880704164,784.223475509013,218.310928011808,17.8040473076439
"Dairy cattle",2003,4371.958,20,6.68812083,5.350496664,75.79320782,77.130831986,302.0002683,295.324693304639,578.47313032,579.182080161091,463.345664128873,115.836416032218,453.103624454276,126.078455706815,10.2420396745966
"Non-dairy cattle",2003,9272.6400002,20,6.52266443,5.218131544,74.16544137,75.469974256,106.72,104.337181334348,424.07347705,423.35232335973,338.681858687784,84.670464671946,331.119851054737,92.2324723049933,7.5620076330473
"Cattle",2004,13197.0310004,20,6.57379359592646,5.25903487674117,74.707443916358,76.0222026355433,170.28397586801,166.509434147075,974.47364555,974.502693321225,779.60215465698,194.900538664245,762.322628358442,212.180064962784,17.2795262985389
"Dairy cattle",2004,4285.122,20,6.67426205,5.33940964,75.8318662,77.16671861,303.4826172,296.793215293629,568.56254622,569.282668058836,455.426134447069,113.856533611767,445.387574479155,123.89509357968,10.0385599679133
"Non-dairy cattle",2004,8911.9090004,20,6.52548525,5.2203882,74.16678684,75.47188389,106.2379417,103.864955078761,405.91109933,405.22002526239,324.176020209912,81.0440050524779,316.935053879286,88.2849713831036,7.24096633062567
"Cattle",2005,13036.8089999,20,6.56571046885744,5.25256837508595,74.7639560744699,76.0770981682414,171.418616111016,167.629290244157,967.40312221,967.427925186748,773.942340149399,193.48558503735,756.835059574624,210.592865612124,17.1072805747744
"Dairy cattle",2005,4236.394,20,6.65715857,5.325726856,75.86783113,77.199262844,305.9877311,299.264997373292,565.26748671,566.000682843892,452.800546275114,113.200136568778,442.85224706399,123.148435779902,9.94829921112392
"Non-dairy cattle",2005,8800.4149999,20,6.52168866,5.217350928,74.2325664,75.536904132,106.6389675,104.2617422508,402.1356355,401.427242342856,321.141793874285,80.2854484685711,313.982812510634,87.4444298322218,7.15898136365064
"Cattle",2006,12750.2460003,20,6.5560677453156,5.24485419625248,74.7258279090678,76.037041458131,172.092172844326,168.29751025536,946.84915555,946.888327583974,757.510662067179,189.377665516795,740.808688415125,206.079639168849,16.7019736520538
"Dairy cattle",2006,4081.794,20,6.61851345,5.29481076,75.87833198,77.20203467,309.0982971,302.347147741909,546.97405123,547.691305875925,438.15304470074,109.538261175185,428.583154881774,119.108150994151,9.5698898189662
"Non-dairy cattle",2006,8668.4520003,20,6.52666336,5.221330688,74.18313768,75.488470352,107.5788346,105.176320223295,399.87510432,399.197021708048,319.357617366439,79.8394043416096,312.225533533351,86.9714881746973,7.13208383308768
"Cattle",2007,12688.1889997,20,6.53988735614885,5.23190988491908,74.6988444912822,76.006821962512,174.128341139435,170.302753407781,949.63244458,949.623064648512,759.69845171881,189.924612929702,743.008888552235,206.614176096277,16.6895631665747
"Dairy cattle",2007,4071.199,20,6.57530007,5.260240056,75.89565684,77.210716854,312.8411541,306.054221533208,548.60861124,549.274558148625,439.419646518901,109.854911629725,429.886656787971,119.387901360655,9.53298973092961
"Non-dairy cattle",2007,8616.9899997,20,6.5231562,5.21852496,74.13339632,75.43802756,108.5918295,106.165364215035,401.02383334,400.348506499887,320.278805199909,80.0697012999773,313.122231764264,87.2262747356224,7.15657343564504
"Cattle",2008,12971.4690002,20,6.54193606705626,5.23354885364501,74.7094631628788,76.0178503762901,172.064537850549,168.278160498801,960.25223856,960.34048500431,768.272388003448,192.068097000862,751.367171986384,208.973313017926,16.9052160170644
"Dairy cattle",2008,4217.711,20,6.59033392,5.272267136,75.79259941,77.110666194,306.8215346,300.136027658652,558.57957456,559.368198402889,447.494558722311,111.873639680578,437.743848158747,121.624350244142,9.75071056356438
"Non-dairy cattle",2008,8753.7580002,20,6.51861715,5.21489372,74.18758951,75.49131294,107.1363016,104.746774693534,401.672664,400.972286601421,320.777829281137,80.1944573202842,313.623323827637,87.3489627737843,7.15450545350001
"Cattle",2009,12947.0150001,20,6.52355873260344,5.21884698608275,74.6918814223225,75.9965931688432,173.442632012649,169.643240982513,961.56214285,961.734061455883,769.387249164706,192.346812291176,752.533735136494,209.200326319389,16.8535140282124
"Dairy cattle",2009,4205.493,20,6.54005136,5.232041088,75.82604093,77.134051202,310.5019635,303.791298333251,559.27264464,560.131659014422,448.105327211537,112.026331802884,438.420735280275,121.710923734147,9.68459193126233
"Non-dairy cattle",2009,8741.5220001,20,6.51562423,5.212499384,74.14624419,75.449369036,107.5042223,105.105427527868,402.28949821,401.602402441461,321.281921953169,80.3204804882921,314.112999856219,87.4894025852422,7.1689220969501
"Cattle",2010,12811.8549997,20,6.50217382420307,5.20173905936246,74.678022412364,75.9784571772046,175.646360312317,171.816963337001,958.89219742,959.044404924039,767.235523939232,191.808880984808,750.508029056005,208.536375868034,16.7274948832264
"Dairy cattle",2010,4183.111,20,6.49054974,5.192439792,75.83710722,77.135217168,315.0021394,308.246054130317,560.11701891,560.947311006894,448.757848805515,112.189462201379,439.133005311612,121.814305695281,9.62484349390263
"Non-dairy cattle",2010,8628.7439997,20,6.50780904,5.206247232,74.11611208,75.417673888,108.0883597,105.6777859043,398.77517851,398.097093917146,318.477675133717,79.6194187834291,311.375023744393,86.7220701727529,7.1026513893238
"Cattle",2011,12530.5190002,20,6.48290008583919,5.18632006867135,74.7046124715586,76.0011924887264,178.039598011351,174.175999998132,946.74701985,946.759261848213,757.407409478571,189.351852369643,740.969817088123,205.78944476009,16.4375923904479
"Dairy cattle",2011,4190.103,20,6.45109531,5.160876248,75.83065975,77.120878812,318.1412808,311.357437644733,563.3478637,564.034771447785,451.227817158228,112.806954289557,441.606121001107,122.428650446678,9.62169615712128
"Non-dairy cattle",2011,8340.4160002,20,6.49887834,5.199102672,74.13890279,75.438678458,107.6545619,105.258052330587,383.39915615,382.724490400428,306.179592320343,76.5448980800856,299.363696087016,83.3607943134122,6.81589623332661
"Cattle",2012,12509.6040003,20,6.46828734156236,5.17462987324989,74.7040580563147,75.9977155246272,178.786166222931,174.918019903982,946.11765108,946.064912149715,756.851929719772,189.212982429943,740.474972992786,205.589939156929,16.3769567269861
"Dairy cattle",2012,4190.485,20,6.42073324,5.136586592,75.8059017,77.090048348,320.1503502,313.351521831091,564.35407694,564.976773664364,451.981418931491,112.995354732873,442.382978413367,122.593795250997,9.59844051812416
"Non-dairy cattle",2012,8319.1190003,20,6.49224117,5.193792936,74.14904024,75.447488474,107.5785669,105.186656125907,381.76357414,381.088138485352,304.870510788281,76.2176276970703,298.091994579419,82.9961439059322,6.77851620886196
"Cattle",2013,12685.9929998,20,6.45965815339999,5.16772652271999,74.6680642134899,75.9599958441699,179.086976762174,175.215212667212,959.39989272,959.384326250532,767.507461000425,191.876865250106,750.912020392899,208.472305857633,16.5954406075268
"Dairy cattle",2013,4267.611,20,6.40621542,5.124972336,75.75207647,77.033319554,319.7564744,312.973389482332,572.70714586,573.367941735228,458.694353388182,114.673588347046,448.963939778496,124.404001956732,9.73041360968591
"Non-dairy cattle",2013,8418.3819998,20,6.48675039,5.189400312,74.1185355,75.415885578,107.7760413,105.380140947953,386.69274686,386.016384515304,308.813107612243,77.2032769030607,301.948080614402,84.0683039009016,6.86502699784091
"Cattle",2014,12742.1939996,20,6.44417881882994,5.15534305506395,74.6411032432495,75.9299390070155,180.517341977128,176.628273609389,967.62508987,967.546182703241,774.036946162593,193.509236540648,757.357266570277,210.188916132963,16.6796795923153
"Dairy cattle",2014,4295.68,20,6.36767855,5.09414284,75.74680081,77.02033652,323.8369691,317.006913357071,580.38331944,580.988017133292,464.790413706634,116.197603426658,454.987504411818,126.000512721474,9.80290929481555
"Non-dairy cattle",2014,8446.5139996,20,6.48308489,5.186467912,74.07877387,75.375390848,107.628662,105.235304247131,387.24177043,386.558165569948,309.246532455959,77.3116331139895,302.369762158459,84.1884034114893,6.87677029749977
"Cattle",2015,12635.4560004,20,6.44620028376051,5.15696022700841,74.6305141081909,75.919754164943,181.848411718602,177.93107538431,966.3970801,966.335644028877,773.068515223101,193.267128805775,756.410854378787,209.924789650089,16.6576608443141
"Dairy cattle",2015,4284.639,20,6.36199722,5.089597776,75.75306216,77.025461604,325.4080832,318.551764714987,581.18053507,581.786640037377,465.429312029901,116.357328007475,455.622759088265,126.163880949112,9.80655294163654
"Non-dairy cattle",2015,8350.8170004,20,6.48940321,5.191522568,74.05455691,75.352437552,108.1907843,105.78138156582,385.21654503,384.5490039915,307.6392031932,76.9098007983,300.788095290522,83.7609087009775,6.85110790267754
"Cattle",2016,12466.5869997,20,6.43668098260619,5.14934478608496,74.6529428274615,75.9402790239827,182.864408428373,178.936623444298,956.63380721,956.63833071663,765.310664573304,191.327666143326,748.867219492695,207.771111223935,16.4434450806093
"Dairy cattle",2016,4217.7,20,6.3419739,5.07357912,75.80310835,77.07150313,328.9860418,322.082844152456,576.50757268,577.172066018293,461.737652814635,115.434413203659,452.048894406367,125.123171611927,9.68875840826814
"Non-dairy cattle",2016,8248.8869997,20,6.48510522,5.188084176,74.06485705,75.361878094,108.1516365,105.745195909559,380.12623453,379.466264698337,303.573011758669,75.8932529396673,296.818325086328,82.6479396120085,6.75468667234117
"Cattle",2017,12281.1940003,20,6.43569837648834,5.14855870119067,74.6524229084626,75.9395625837603,183.992412515115,180.040322077697,948.16368678,948.114399824904,758.491519859924,189.622879964981,742.194348527524,205.92005129738,16.2971713323996
"Dairy cattle",2017,4199.01,20,6.3418618,5.07348944,75.78354061,77.05191297,329.1426178,322.233435814717,574.2819587,574.877746452975,459.90219716238,114.975549290595,450.248181535765,124.62956491721,9.65401562661555
"Non-dairy cattle",2017,8082.1840003,20,6.48445014,5.187560112,74.06476312,75.361653148,108.5812163,106.165450323884,373.88172808,373.236653371929,298.589322697543,74.6473306743859,291.946166991759,81.2904863801699,6.64315570578401
"Cattle",2018,11949.0949996,20,6.42188509818323,5.13750807854658,74.6764824157302,75.9608594353668,187.000140560117,183.004189450209,933.75304171,933.678168515586,746.942534812469,186.735633703117,730.973874886957,202.704293628629,15.9686599255118
"Dairy cattle",2018,4100.863,20,6.29930861,5.039446888,75.87120291,77.131064632,336.2113189,329.212791575909,569.09748058,569.650092622411,455.720074097929,113.930018524482,446.233869406351,123.416223216061,9.48620469157845
"Non-dairy cattle",2018,7848.2319996,20,6.48593384,5.188747072,74.05221633,75.349403098,109.0342241,106.607180955867,364.65556113,364.028075893175,291.22246071454,72.8056151786349,284.740005480606,79.2880704125683,6.48245523393342
"Cattle",2019,11639.5320002,20,6.40774015572957,5.12619212458366,74.7076533490263,75.9892013801723,190.554931581132,186.503836209972,923.00345774,923.079102023075,738.46328161846,184.615820404615,722.754027020296,200.325075002779,15.7092545981642
"Dairy cattle",2019,4011.674,20,6.26008881,5.008071048,75.96102055,77.213038312,343.6576804,336.560921867617,565.3685445,566.056626010264,452.845300808211,113.211325202053,443.493745654199,122.562880356065,9.35155515401203
"Non-dairy cattle",2019,7627.8580002,20,6.48539355,5.18831484,74.04847739,75.3455561,110.0345133,107.58520544459,357.63491324,357.022476012811,285.617980810249,71.4044952025622,279.260281366097,77.7621946467143,6.3576994441521
"Cattle",2020,11301.8599999,20,6.39681190877066,5.11744952701653,74.7303587511115,76.0097211328656,193.744329767434,189.643335230593,908.06786401,908.232092823972,726.585674259177,181.646418564794,711.193591884317,197.038500939655,15.3920823748606
"Dairy cattle",2020,3921.41,20,6.22641088,4.981128704,76.04631122,77.291593396,349.6069577,342.437992751537,559.11152969,559.870766175122,447.896612940097,111.974153235024,438.712141498719,121.158624676403,9.18447144137861
"Non-dairy cattle",2020,7380.4499999,20,6.48735006,5.189880048,74.03116166,75.328631672,110.9307794,108.459871084461,348.95633432,348.36132664885,278.68906131908,69.67226532977,272.481450385598,75.8798762632521,6.20761093348204
"Cattle",2021,11039.6639999,20,6.3942451731765,5.1153961385412,74.7312539866064,76.0101030212417,194.689385013917,190.571039884254,890.8119418,890.980946386254,712.784757109003,178.196189277251,697.694369705195,193.286576681059,15.0903874038086
"Dairy cattle",2021,3832.716,20,6.22102716,4.976821728,76.05996401,77.304169442,350.8188432,343.633139816943,547.87954248,548.629738764535,438.903791011628,109.725947752907,429.913873517058,118.715865247478,8.98991749457065
"Non-dairy cattle",2021,7206.9479999,20,6.48636398,5.189091184,74.02463474,75.321907536,111.6584165,109.171318474615,342.93239932,342.351207621719,273.880966097375,68.4702415243437,267.780496188137,74.5707114335816,6.10046990923792
"Cattle",2022,10996.961,20,6.40146955896084,5.12117564716867,74.7075198220474,75.9878137338395,193.391569408422,189.290545691636,883.03056537,883.250013450188,706.60001076015,176.650002690037,691.604566779789,191.645446670399,14.9954439803611
"Dairy cattle",2022,3809.717,20,6.23749378,4.989995024,76.02396197,77.271460726,347.8038206,340.656115057635,541.29133189,542.081873868262,433.66549909461,108.416374773652,424.753252857454,117.328621010809,8.9122462371563
"Non-dairy cattle",2022,7187.244,20,6.48838762,5.190710096,74.00971799,75.307395514,111.5428137,109.056733839927,341.73923348,341.168139581925,272.93451166554,68.2336279163851,266.851313922336,74.3168256595898,6.08319774320472
"Cattle",2023,10836.1959995,20,6.38718533185704,5.10974826548563,74.7152446753725,75.9926817417439,196.862847257799,192.718822014243,880.6499035,880.72335222791,704.578681782328,176.144670445582,689.729173709045,190.994178518865,14.8495080732829
"Dairy cattle",2023,3712.815,20,6.17217295,4.93773836,76.19530917,77.42974376,359.4240599,352.139046489014,539.59271606,540.226940492506,432.181552394005,108.045388098501,423.421848310625,116.805092181881,8.75970408338009
"Non-dairy cattle",2023,7123.3809995,20,6.49925307,5.199402456,73.94381245,75.243663064,112.1334598,109.62656557382,341.05718744,340.496411735404,272.397129388323,68.0992823470808,266.30732539842,74.1890863369836,6.0898039899028
"Cattle",2024,10461.2850002,20,6.38090990480371,5.10472792384297,74.7202940466204,75.9964760275812,199.57196187945,195.387806744223,859.11922667,859.24399226801,687.395193814408,171.848798453602,672.961788763912,186.282203504099,14.4334050504965
"Dairy cattle",2024,3589.431,20,6.13742843,4.909942744,76.29516577,77.522651456,365.9821575,358.620242658828,528.14545661,528.809999500509,423.047999600407,105.761999900102,414.538176695212,114.271822805297,8.50982290519539
"Non-dairy cattle",2024,6871.8540002,20,6.50808955,5.20647164,73.89767858,75.19929649,112.6495804,110.125290156946,330.97377006,330.433992767502,264.347194214001,66.0867985535003,258.4236120687,72.0103806988015,5.92358214530122
"Cattle",1990,19487.996,30,6.54400468665839,4.58080328066087,74.8492987133498,76.8125001193473,147.929176879203,143.00603539755,1266.51419577,1266.65328946283,886.657302623978,379.995986838848,857.085489829404,409.567799633422,29.571812794574
"Dairy cattle",1990,6354.555,30,7.02373953,4.916617671,75.52314884,77.630270699,246.6989066,238.182879888705,721.02925979,722.184995601457,505.52949692102,216.655498680437,488.078658737503,234.106336863953,17.4508381835164
"Non-dairy cattle",1990,13133.441,30,6.31188719,4.418321033,74.52325943,76.416825587,100.1398976,96.9551571056014,545.48493598,544.46829386137,381.127805702959,163.340488158411,369.006831091901,175.461462769468,12.1209746110576
"Cattle",1991,17133.7939999,30,6.54380794670198,4.58066556269138,74.8280745478043,76.7912169318149,149.821792950922,144.83922996465,1126.86379634,1126.93794628422,788.856562398957,338.081383885267,762.574064965775,364.363881318449,26.2824974331816
"Dairy cattle",1991,5632.212,30,6.99093935,4.893657545,75.53366136,77.630943165,252.1493283,243.486107613063,650.25241298,651.178479535956,455.824935675169,195.353543860787,440.163930194859,211.014549341096,15.6610054803095
"Non-dairy cattle",1991,11501.5819999,30,6.32485208,4.427396456,74.4825556,76.380011224,99.71300161,96.5328206325466,476.61138336,475.759466748268,333.031626723788,142.727840024481,322.410134770916,153.349331977353,10.6214919528721
"Cattle",1992,16207.34,30,6.57131694949561,4.59992186464692,74.804216193761,76.7756112786097,154.129600685425,148.993822530714,1098.0631213,1098.09868087108,768.669076609754,329.429604261323,743.021647379472,355.077033491605,25.647429230282
"Dairy cattle",1992,5365.182,30,6.96225412,4.873577884,75.49665303,77.585329266,258.3893476,249.539995900855,632.17266122,633.047985208681,443.133589646077,189.914395562604,427.957093320255,205.090891888426,15.1764963258221
"Non-dairy cattle",1992,10842.158,30,6.37786385,4.464504695,74.46156765,76.374926805,102.5372408,99.2391040019524,465.89046008,465.050695662396,325.535486963677,139.515208698719,315.064554059218,149.986141603179,10.4709329044599
"Cattle",1993,15896.62,30,6.57750882690442,4.6042561788331,74.7566232354827,76.729875883554,157.442194290609,152.193992446795,1099.63513565,1099.68111700742,769.776781905192,329.904335102226,744.08895025972,355.592166747698,25.6878316454722
"Dairy cattle",1993,5301,30,6.9358014,4.85506098,75.46752033,77.54826075,264.193019,255.172528072246,636.21399468,637.093958524813,445.965770967369,191.128187557444,430.738910672851,206.355047851962,15.2268602945181
"Non-dairy cattle",1993,10595.62,30,6.39825467,4.478778269,74.40096066,76.320437061,104.0346427,100.673721112931,463.42114097,462.587158482605,323.811010937823,138.776147544782,313.350039586869,149.237118895736,10.4609713509541
"Cattle",1994,15962.2369997,30,6.58949881331677,4.61264916932174,74.7145277363812,76.6913773803762,157.806879364729,152.538691643683,1107.49213264,1107.61754541003,775.332281787021,332.285263623009,749.425354156783,358.192191253248,25.9069276302384
"Dairy cattle",1994,5273.295,30,6.92418002,4.846926014,75.44053367,77.517787676,267.3666358,258.247406006029,639.33764963,640.302688221805,448.211881755263,192.090806466542,432.924457676024,207.378230545781,15.2874240792399
"Non-dairy cattle",1994,10688.9419997,30,6.4243868,4.49707076,74.35635913,76.28367517,103.7565425,100.388232326097,468.15448301,467.314857188226,327.120400031758,140.194457156468,316.500896480759,150.813960707466,10.6195035509986
"Cattle",1995,15889.9159999,30,6.6022708173921,4.62158957217447,74.6702422948424,76.65092354006,158.687054566917,153.381377614378,1109.55369212,1109.58802927339,776.711620491375,332.876408782018,750.723298552525,358.864730720867,25.9883219388491
"Dairy cattle",1995,5229.396,30,6.91252963,4.838770741,75.41385518,77.487614069,270.1819004,260.97647783287,639.70601665,640.578685771171,448.40508003982,192.173605731351,433.127379213439,207.451306557732,15.277700826381
"Non-dairy cattle",1995,10660.5199999,30,6.45007691,4.515053837,74.30547151,76.240494583,103.9945348,100.6018333982,469.84767547,469.009343502221,328.306540451555,140.702803050666,317.595919339087,151.413424163134,10.7106211124681
"Cattle",1996,15759.6341425,30,6.59667586108811,4.61767310276167,74.6636807422734,76.6426835005999,160.245822438812,154.897364096769,1109.4222174,1109.47928243334,776.635497703338,332.843784730002,750.698326481277,358.780955952062,25.9371712220606
"Dairy cattle",1996,5194.739,30,6.88725115,4.821075805,75.44189191,77.508067255,274.1224545,264.821019667785,642.37585858,643.253206817739,450.277244772417,192.975962045322,434.998582335518,208.254624482221,15.2786624368993
"Non-dairy cattle",1996,10564.8951425,30,6.45380054,4.517660378,74.28103578,76.217175942,104.2528974,100.848110136809,467.04635882,466.226075615601,326.358252930921,139.86782268468,315.699744145759,150.526331469842,10.6585087851612
"Cattle",1997,15227.6628566,30,6.60569913155173,4.62398939208621,74.6345663498519,76.6162760893174,160.931606526644,155.556819494889,1076.99672865,1076.9784426674,753.884909867182,323.093532800221,728.694731739301,348.283710928101,25.1901781278805
"Dairy cattle",1997,5026.373,30,6.87452748,4.812169236,75.449792,77.512150244,276.0653111,266.716125357475,624.90317382,625.65814236777,437.960699657439,187.697442710331,423.128789365238,202.529353002532,14.8319102922009
"Non-dairy cattle",1997,10201.2898566,30,6.4732422,4.53126954,74.23288889,76.17486155,104.2030014,100.78647755377,452.09355483,451.320300299632,315.924210209743,135.39609008989,305.565942374063,145.754357925569,10.3582678356796
"Cattle",1998,14942.7925717,30,6.59929247678891,4.61950473375223,74.6305040009361,76.6102917439728,163.52553074088,158.087567387682,1069.73824763,1069.8311062072,748.881774345039,320.949331862159,723.973154593718,345.85795161348,24.9086197513202
"Dairy cattle",1998,4832.973,30,6.81237615,4.768663305,75.55138682,77.595099665,285.527957,275.96254003444,615.74162898,616.57984239771,431.605889678397,184.973952719313,417.146744090893,199.433098306817,14.4591455875037
"Non-dairy cattle",1998,10109.8195717,30,6.49742838,4.548199866,74.19027836,76.139506874,105.2025876,101.737742730848,453.99661865,453.251263809488,317.275884666641,135.975379142846,306.826410502825,146.424853306663,10.4494741638165
"Cattle",1999,14896.242286,30,6.60225831171601,4.62158081820121,74.6002139346453,76.5808914281601,162.995578152573,157.571283275393,1063.29276016,1063.25711283021,744.279978981148,318.977133849063,719.506837153611,343.750275676601,24.7731418275373
"Dairy cattle",1999,4765.136,30,6.81242453,4.768697171,75.54269781,77.586425169,285.6458901,276.074739081095,607.40268254,608.180763983734,425.726534788614,182.45422919512,411.461694654592,196.719069329142,14.2648401340218
"Non-dairy cattle",1999,10131.106286,30,6.50340725,4.552385075,74.15691942,76.107941595,105.3073652,101.833531894333,455.89007762,455.076348846477,318.553444192534,136.522904653943,308.045142499019,147.031206347459,10.5083016935155
